銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"松井建設","1810","東証","-","-","○","23,000","-","無","0.00","616","-2","-1.12 %","-","81","16,900","-2.53 %","貸借","0.00"
"錢高組","1811","東証","○","-","-","0","-","無","0.00","4,480","40","0.90 %","-","4","1,200","-0.22 %","貸借","0.10"
"鹿島建設","1812","東証","○","-","○","16,300","-","無","0.00","1,470","-16","-2.00 %","-","2,481","1,632,500","-2.51 %","貸借","0.00"
"不動テトラ","1813","東証","-","-","○","19,300","-","無","0.00","1,316","-2","-0.22 %","-","509","128,500","-5.39 %","貸借","0.00"
"大末建設","1814","東証","○","-","-","100","-","無","0.00","930","-2","-0.21 %","-","41","5,700","-0.64 %","貸借","0.00"
"鉄建建設","1815","東証","○","-","○","1,400","-","無","0.00","3,005","-20","-0.82 %","-","143","30,300","-1.15 %","貸借","0.00"
"西松建設","1820","東証","○","-","○","3,900","-","無","0.00","2,036","-20","-1.45 %","-","768","209,500","-3.27 %","貸借","0.00"
"三井住友建設","1821","東証","○","-","○","34,900","-","無","0.00","599","-15","-2.12 %","-","1,204","912,600","-2.91 %","貸借","0.00"
"大豊建設","1822","東証","-","-","○","14,600","-","無","0.00","2,722","17","0.55 %","-","417","60,900","-1.66 %","貸借","0.00"
"前田建設","1824","東証","-","-","○","215,000","-","無","0.00","854","-2","-0.46 %","-","946","607,400","-1.15 %","貸借","0.00"
"佐田建設","1826","東証","○","-","-","100","-","無","0.00","375","-1","0.00 %","-","18","6,600","-1.05 %","貸借","0.00"
"ナカノフドー建設","1827","東証","○","-","-","300","-","無","0.00","430","2","-0.46 %","-","57","14,200","-0.69 %","貸借","0.00"
"田辺工業","1828","東証","○","-","-","200","09/25","有","2.30","723","1","0.00 %","-","12","1,300","-0.95 %","信用","0.00"
"奥村組","1833","東証","-","-","○","47,700","-","無","0.00","3,250","10","-0.76 %","-","640","208,300","-1.66 %","貸借","0.10"
"東鉄工業","1835","東証","-","-","○","31,400","-","無","0.00","2,939","0","-0.54 %","-","156","27,200","-2.52 %","貸借","0.00"
"土屋ホールディングス","1840","東証","○","-","-","0","-","無","0.00","162","0","1.25 %","-","18","24,600","0.00 %","貸借","0.00"
"サンユー建設","1841","東証","○","-","-","100","-","無","1.70","953","-2","-0.41 %","-","4","1,100","-0.41 %","信用","0.00"
"大盛工業","1844","東証","○","-","-","600","-","無","0.60","237","-1","-0.83 %","-","44","26,000","-1.25 %","信用","0.00"
"イチケン","1847","東証","-","-","○","5,000","-","無","0.00","1,651","0","-0.06 %","-","31","4,400","-1.37 %","信用","0.00"
"富士ピー・エス","1848","東証","○","-","-","200","09/25","有","0.00","459","15","-0.21 %","-","46","20,400","-0.21 %","貸借","0.00"
"南海辰村建設","1850","東証","○","-","-","400","-","無","1.20","352","-7","-3.03 %","-","48","16,500","-3.56 %","信用","0.00"
"淺沼組","1852","東証","○","-","-","500","-","無","0.00","3,435","-15","0.00 %","-","162","32,400","-1.29 %","貸借","0.05"
"森組","1853","東証","○","-","-","2,500","-","無","1.20","335","15","1.82 %","-","175","122,400","-0.29 %","信用","0.00"
"戸田建設","1860","東証","○","-","○","5,200","09/25","有","0.00","583","-12","-2.01 %","-","1,081","790,500","-2.83 %","貸借","0.00"
"熊谷組","1861","東証","○","-","○","7,200","-","無","0.00","3,065","10","0.00 %","-","447","130,000","-1.28 %","貸借","0.00"
"青木あすなろ建設","1865","東証","○","-","-","400","03/26","有","0.00","813","-1","-0.36 %","-","123","36,300","-0.85 %","貸借","0.00"
"北野建設","1866","東証","-","-","○","5,600","-","無","0.00","2,606","-4","0.30 %","-","18","2,800","-1.88 %","貸借","0.00"
"植木組","1867","東証","○","-","-","0","09/25","有","0.00","2,141","0","0.00 %","-","14","4,700","-0.41 %","貸借","0.00"
"矢作建設","1870","東証","-","-","○","33,800","-","無","0.00","716","-2","-1.37 %","-","72","23,900","-2.71 %","貸借","0.00"
"ピーエス三菱","1871","東証","○","-","-","1,500","-","無","0.20","597","-1","-2.61 %","-","148","57,900","-2.61 %","信用","0.00"
"日本ハウスＨＬＤＧＳ","1873","東証","○","-","-","2,800","10/28","有","0.40","421","4","0.71 %","-","160","80,600","-1.17 %","信用","0.00"
"大東建託","1878","東証","○","-","○","1,200","09/25","有","0.00","13,645","-155","-0.43 %","-","1,410","275,500","-3.53 %","貸借","0.25"
"新日本建設","1879","東証","-","-","○","31,100","-","無","0.00","882","-37","-3.60 %","-","200","40,300","-4.44 %","貸借","0.00"
"ＮＩＰＰＯ","1881","東証","-","-","○","71,000","-","無","0.00","2,103","-18","0.00 %","-","563","97,800","-1.31 %","貸借","0.00"
"東亜道路","1882","東証","-","-","○","4,900","-","無","0.00","3,160","-35","-0.62 %","-","104","20,200","-2.16 %","貸借","0.00"
"前田道路","1883","東証","-","-","○","91,900","-","無","0.00","2,230","-12","-1.41 %","-","1,039","268,800","-2.36 %","貸借","0.05"
"日本道路","1884","東証","-","-","○","6,300","-","無","0.00","5,970","0","-1.64 %","-","35","6,800","-1.64 %","貸借","0.00"
"東亜建設","1885","東証","-","-","○","20,000","-","無","0.00","1,578","-6","-0.62 %","-","468","88,900","-1.98 %","貸借","0.00"
"日本国土開発","1887","東証","○","-","-","14,000","-","無","0.50","511","6","1.18 %","-","650","629,200","-0.38 %","信用","0.00"
"若築建設","1888","東証","-","-","○","13,600","-","無","0.00","1,375","40","1.40 %","-","192","40,300","-0.29 %","貸借","0.00"
"東洋建設","1890","東証","-","-","○","36,200","-","無","0.00","417","-2","-1.18 %","-","314","189,600","-2.11 %","貸借","0.00"
"五洋建設","1893","東証","○","-","○","28,300","-","無","0.00","530","6","-0.74 %","-","2,105","2,861,300","-2.75 %","貸借","0.00"
"世紀東急","1898","東証","○","-","-","2,300","-","無","0.10","635","-2","0.00 %","-","201","73,500","-0.78 %","信用","0.00"
"福田組","1899","東証","-","-","○","8,600","12/25","有","0.00","4,610","-35","-0.75 %","-","31","16,700","-1.28 %","貸借","0.00"
"大成温調","1904","東証","○","-","-","100","03/26","有","5.10","1,772","15","0.85 %","-","26","5,400","-0.67 %","信用","0.00"
"テノックス","1905","東証","○","-","-","1,400","-","無","0.80","819","2","-1.08 %","-","37","67,700","-1.20 %","信用","0.00"
"細田工務店","1906","東証","○","-","-","4,200","-","無","0.40","111","5","1.83 %","-","347","372,000","-7.50 %","信用","0.00"
"日本ドライケミカル","1909","東証","○","-","-","100","09/25","有","0.30","1,104","-2","-0.98 %","-","17","3,700","-1.25 %","信用","0.00"
"住友林業","1911","東証","-","-","○","158,300","-","無","0.00","1,262","-13","-1.48 %","-","1,047","324,600","-1.94 %","貸借","0.00"
"日本基礎技術","1914","東証","○","-","-","200","-","無","0.00","346","3","-0.57 %","-","37","15,100","-1.42 %","貸借","0.00"
"巴コーポレーション","1921","東証","-","-","○","8,300","-","無","0.00","380","5","0.52 %","-","99","25,300","-1.29 %","貸借","0.00"
"大和ハウス","1925","東証","○","-","○","6,800","03/26","有","0.00","3,130.0","-77.0","-2.55 %","-","4,483","2,398,600","-5.60 %","貸借","0.05"
"ライト工業","1926","東証","-","-","○","68,400","-","無","0.00","1,377","-9","-1.00 %","-","562","145,900","-3.09 %","貸借","0.00"
"積水ハウス","1928","東証","-","-","○","577,200","01/28","有","0.00","1,781.5","-18.5","-1.27 %","-","3,934","2,456,800","-1.68 %","貸借","0.05"
"日特建設","1929","東証","○","-","-","700","-","無","0.00","588","-5","-1.01 %","-","134","70,800","-1.34 %","貸借","0.00"
"北陸電気工事","1930","東証","-","-","○","3,900","-","無","0.00","875","-27","-2.56 %","-","50","10,400","-4.47 %","貸借","0.05"
"ユアテック","1934","東証","-","-","○","42,200","-","無","0.00","732","-18","-1.61 %","-","203","58,800","-2.40 %","貸借","0.05"
"四電工","1939","東証","-","-","○","3,800","-","無","0.00","2,662","13","0.07 %","-","6","1,100","-0.29 %","貸借","0.05"
"中電工","1941","東証","-","-","○","37,600","-","無","0.00","2,208","-25","-0.63 %","-","407","83,600","-4.95 %","貸借","0.00"
"関電工","1942","東証","-","-","○","100,400","-","無","0.00","887","-8","-1.55 %","-","830","314,900","-1.55 %","貸借","0.00"
"きんでん","1944","東証","-","-","○","192,900","-","無","0.00","1,637","-1","0.00 %","-","1,272","466,500","-0.96 %","貸借","0.00"
"東京エネシス","1945","東証","-","-","○","24,800","-","無","0.00","899","-5","-0.55 %","-","89","14,200","-3.54 %","貸借","0.00"
"トーエネック","1946","東証","-","-","○","7,500","-","無","0.00","3,050","-30","-1.29 %","-","14","3,200","-3.63 %","貸借","0.00"
"住友電設","1949","東証","-","-","○","19,300","-","無","0.00","1,755","4","0.40 %","-","365","79,500","-1.23 %","貸借","0.00"
"日本電設工業","1950","東証","-","-","○","43,900","-","無","0.00","2,143","-25","-1.19 %","-","249","55,400","-2.67 %","貸借","0.05"
"協和エクシオ","1951","東証","○","-","○","4,500","09/25","有","0.00","2,657","5","-1.19 %","-","1,268","429,900","-1.62 %","貸借","0.00"
"新日本空調","1952","東証","○","-","○","400","09/25","有","0.00","1,710","-12","-0.23 %","-","40","9,000","-1.94 %","貸借","0.05"
"九電工","1959","東証","-","-","○","63,200","-","無","0.00","3,155","-15","-0.62 %","-","362","110,000","-3.07 %","貸借","0.00"
"サンテック","1960","東証","○","-","-","100","-","無","2.20","669","0","0.29 %","-","22","3,900","-0.29 %","信用","0.00"
"三機工業","1961","東証","-","-","○","71,900","-","無","0.00","1,254","9","0.07 %","-","552","140,900","-1.41 %","貸借","0.05"
"日揮","1963","東証","○","-","○","28,000","-","無","0.00","1,436","3","-0.55 %","-","2,889","1,649,900","-2.24 %","貸借","0.00"
"中外炉工業","1964","東証","-","-","○","1,500","-","無","0.00","1,605","-5","-0.92 %","-","80","12,700","-2.78 %","貸借","0.00"
"テクノ菱和","1965","東証","○","-","-","300","03/26","有","0.00","779","1","-2.86 %","-","46","24,700","-2.86 %","貸借","0.00"
"高田工業所","1966","東証","○","-","-","100","-","無","0.00","597","-1","-0.16 %","-","27","5,400","-1.48 %","貸借","0.00"
"ヤマト","1967","東証","-","-","○","3,900","-","無","0.00","558","-1","-0.88 %","-","58","16,400","-2.10 %","貸借","0.00"
"太平電業","1968","東証","-","-","○","16,300","-","無","0.00","2,132","-59","-2.69 %","-","243","40,200","-5.11 %","貸借","0.00"
"高砂熱学","1969","東証","-","-","○","77,300","-","無","0.00","1,774","18","0.05 %","-","831","215,700","-1.38 %","貸借","0.00"
"中央ビルト工業","1971","東証","○","-","-","100","-","無","2.30","705","5","0.00 %","-","8","1,000","-0.42 %","信用","0.00"
"三晃金属","1972","東証","-","-","○","2,700","-","無","0.00","2,408","-20","-0.53 %","-","42","6,700","-1.55 %","貸借","0.00"
"ＮＥＣネッツエスアイ","1973","東証","-","-","○","26,000","-","無","0.00","2,811","-2","-0.07 %","-","339","54,300","-2.39 %","貸借","0.00"
"朝日工業社","1975","東証","-","-","○","5,600","-","無","0.00","2,797","56","1.04 %","-","25","5,700","0.00 %","貸借","0.05"
"明星工業","1976","東証","-","-","○","46,300","09/25","有","0.00","719","10","-0.13 %","-","296","82,700","-0.55 %","貸借","0.00"
"大氣社","1979","東証","-","-","○","37,000","-","無","0.00","3,255","-35","-1.36 %","-","212","43,400","-3.69 %","貸借","0.10"
"ダイダン","1980","東証","-","-","○","18,400","-","無","0.00","2,270","6","0.00 %","-","43","6,300","-0.87 %","貸借","0.00"
"日比谷総合設備","1982","東証","-","-","○","25,600","-","無","0.00","1,868","-1","-0.10 %","-","78","17,400","-2.65 %","貸借","0.00"
"東芝プラントシステム","1983","東証","-","-","○","60,800","-","無","0.00","2,017","3","-0.39 %","-","484","120,700","-1.65 %","貸借","0.05"
"高橋カーテンウォール","1994","東証","○","-","-","0","-","無","1.10","666","6","0.60 %","-","37","6,500","0.00 %","信用","0.00"
"暁飯島工業","1997","東証","○","-","-","500","-","無","2.20","1,330","13","-0.52 %","-","2","300","-1.04 %","信用","0.00"
"日本製粉","2001","東証","○","-","○","3,300","09/25","有","0.00","1,750","15","0.45 %","-","491","108,100","-1.01 %","貸借","0.00"
"日清製粉Ｇ本社","2002","東証","○","-","○","4,100","03/26","有","0.00","2,513","33","1.33 %","-","1,443","582,600","-1.45 %","貸借","0.05"
"日東富士製粉","2003","東証","○","-","-","100","03/26","有","0.40","5,720","90","0.70 %","-","10","1,500","-0.17 %","信用","0.00"
"昭和産業","2004","東証","-","-","○","12,800","03/26","有","0.00","3,100","-20","-0.64 %","-","98","32,500","-0.95 %","貸借","0.10"
"鳥越製粉","2009","東証","-","-","○","5,200","12/25","有","0.00","879","16","2.20 %","-","84","18,600","-0.67 %","信用","0.00"
"ＮＮ日経ＶＩＥＴＮ","2035","東証","○","-","-","0","-","無","1.00","885","5","0.56 %","-","159","11,540","-1.88 %","信用","0.00"
"ＮＮ原油ブルＥＴＮ","2038","東証","○","-","-","6,382","-","無","2.00","1,298","-32","-1.44 %","-","744","249,618","-2.55 %","信用","0.00"
"ＮＮ原油ベアＥＴＮ","2039","東証","○","-","-","0","-","無","4.00","7,580","90","0.93 %","-","110","6,637","-1.17 %","信用","0.00"
"ＮＮＮＹダウブルＥＴＮ","2040","東証","○","-","-","0","-","無","1.00","22,900","-70","-0.30 %","-","85","2,145","-0.73 %","信用","0.00"
"ＮＮＮＹダウベアＥＴＮ","2041","東証","○","-","-","553","-","無","1.00","4,685","15","0.21 %","-","122","17,613","-0.31 %","信用","0.00"
"ＮＮ東証マザーズＥＴＮ","2042","東証","○","-","-","85","-","無","12.00","9,610","-20","-0.31 %","-","25","2,306","-1.93 %","信用","0.00"
"中部飼料","2053","東証","○","-","○","1,900","09/25","有","0.00","1,308","-3","-0.30 %","-","159","35,900","-2.75 %","貸借","0.05"
"日和産業","2055","東証","○","-","-","100","-","無","0.00","269","0","-0.37 %","-","7","1,900","-0.37 %","貸借","0.00"
"フィード・ワン","2060","東証","○","-","○","34,600","-","無","0.00","195","5","1.03 %","-","357","491,700","-3.94 %","貸借","0.00"
"東洋精糖","2107","東証","○","-","-","100","-","無","0.20","996","6","1.11 %","-","13","1,700","-0.30 %","信用","0.00"
"日本甜菜糖","2108","東証","○","-","-","100","-","無","0.00","1,945","9","-1.56 %","-","29","10,200","-1.56 %","貸借","0.00"
"三井製糖","2109","東証","○","-","○","3,700","03/26","有","0.00","2,266","-31","-1.34 %","-","334","56,700","-2.28 %","貸借","0.00"
"塩水港精糖","2112","東証","○","-","-","400","03/26","有","0.00","212","-1","0.47 %","-","35","29,400","-1.39 %","貸借","0.00"
"フジ日本精糖","2114","東証","○","-","-","4,800","03/26","有","0.00","553","-1","-0.18 %","-","5","500","-0.36 %","貸借","0.00"
"日新製糖","2117","東証","-","-","○","11,300","09/25","有","0.00","1,852","2","-0.16 %","-","26","5,300","-1.69 %","貸借","0.05"
"ＬＩＦＵＬＬ","2120","東証","○","-","-","6,100","-","無","0.00","472","-7","-1.46 %","-","704","490,700","-6.53 %","貸借","0.00"
"ミクシィ","2121","東証","○","-","○","20,200","-","無","0.00","2,112","-21","-0.51 %","-","722","201,000","-3.64 %","貸借","0.00"
"インタースペース","2122","東証","○","-","-","500","-","無","3.60","1,405","-4","-0.56 %","-","88","22,600","-3.10 %","信用","0.00"
"ジェイエイシーリクルートメント","2124","東証","○","-","-","2,100","-","無","2.00","2,504","-1","-0.15 %","-","459","76,900","-2.64 %","信用","0.00"
"日本Ｍ＆Ａセンター","2127","東証","○","-","○","12,200","03/26","有","0.00","2,617","-60","-2.31 %","-","3,269","784,400","-3.21 %","貸借","0.00"
"メンバーズ","2130","東証","○","-","-","1,500","-","無","0.00","1,938","15","1.73 %","-","464","124,300","-3.10 %","貸借","0.05"
"燦キャピタルマネージメント","2134","東証","○","-","-","10,000","-","無","0.50","54","-1","0.00 %","-","83","249,300","-5.26 %","信用","0.00"
"ヒップ","2136","東証","○","-","-","100","-","無","1.80","898","5","0.55 %","-","11","1,400","-0.77 %","信用","0.00"
"クルーズ","2138","東証","○","-","-","100","-","無","0.00","1,120","-12","-1.14 %","-","63","9,900","-4.68 %","貸借","0.00"
"中広","2139","東証","○","-","-","100","09/25","有","0.00","583","5","1.21 %","-","12","2,300","-2.18 %","貸借","0.00"
"やまねメディカル","2144","東証","○","-","-","800","-","無","1.60","515","2","0.38 %","-","333","120,600","-2.64 %","信用","0.00"
"ＵＴグループ","2146","東証","○","-","-","1,100","-","無","0.00","2,528","-107","-5.14 %","-","3,097","727,000","-5.21 %","貸借","0.00"
"アイティメディア","2148","東証","○","-","-","1,800","-","無","2.10","550","-70","-10.42 %","-","946","306,100","-11.85 %","信用","0.00"
"ケアネット","2150","東証","○","-","-","400","-","無","2.30","670","-5","-0.74 %","-","80","16,400","-1.75 %","信用","0.00"
"タケエイ","2151","東証","○","-","-","2,500","-","無","0.50","913","-6","0.00 %","-","564","122,900","-1.93 %","信用","0.00"
"幼児活動研究会","2152","東証","○","-","-","400","-","無","3.40","1,012","-20","-0.49 %","-","81","17,200","-7.24 %","信用","0.00"
"Ｅ・Ｊホールディングス","2153","東証","○","-","-","0","11/26","有","2.10","1,063","5","-1.75 %","-","14","2,800","-1.75 %","信用","0.00"
"トラスト・テック","2154","東証","○","-","-","0","-","無","0.00","3,175","-70","-2.15 %","-","432","148,800","-4.94 %","貸借","0.00"
"セーラー広告","2156","東証","○","-","-","0","-","無","1.00","0","0","-","-","0","0","-","信用","0.00"
